percentage,gemiddeldNormTAT,gemiddeldWait
1,9.29,8.29
2,7.52,6.52
3,5.72,8.51
4,8.235,21.21
5,5.1708333333333325,16.13
6,5.7525,22.49
7,5.531333333333333,26.83
8,4.888809523809522,27.27
9,4.735972222222222,30.6
10,6.698444444444443,51.57
11,5.572727272727271,46.74
12,5.409848484848485,49.53
13,5.033141025641026,50.31
14,4.688241758241758,50.46
15,5.111238095238094,60.42
16,5.372541666666666,68.66
17,5.598198529411764,77.66
18,4.782478500171999,68.26
19,4.686657894736842,70.54
20,5.425642857142856,90.0
21,5.609004329004328,98.84
22,5.6306916996047445,105.27
23,6.06534420289855,120.36
24,5.788030769230765,121.37
25,4.0366524216524216,80.88
26,5.442094052180258,124.49
27,5.078172413793103,120.11
28,5.067322580645161,124.51
29,4.88378848973607,124.68
30,4.844982174688058,128.74
31,5.065198879551822,141.86
32,5.4435435435435435,161.85
33,5.518506765875186,170.68
34,6.053070512820515,199.7
35,5.233562137049941,173.67
36,5.775675526024363,203.32
37,6.064339206013625,224.84
38,4.894980676328502,176.97
39,5.411766882516189,206.36
40,6.009226190476191,242.19
41,5.561723889555824,227.73
42,6.651504524886876,292.28
43,5.468030156426381,237.92
44,5.015664141414142,221.85
45,4.971246867167919,224.98
46,5.404253642581029,257.17
47,5.961297860516811,299.53
48,5.614171807979315,288.23
49,5.5593168463480955,294.0
50,5.763228310320058,317.59
51,5.95324059188893,340.38
52,5.937019338251734,350.37
53,6.026665895347401,368.4
54,5.393915016041332,330.65
55,5.9361158672551095,384.22
56,4.465861775277387,277.57
57,4.701330989203944,305.31
58,6.748690997329166,487.53
59,4.288865701927049,286.69
60,5.469975347686021,401.48
61,4.927142882830122,362.41
62,5.398797204812822,417.37
63,5.7291649824565845,462.52
64,6.02350996982051,503.93
65,4.870133936023999,399.06
66,6.140935561881248,545.92
67,5.706650774557614,513.94
68,5.77496892906447,536.3
69,5.168825800765299,484.61
70,6.120408915455941,614.34
71,5.576232672043317,565.77
72,5.067891194741645,518.03
73,5.803571283855501,628.49
74,5.534772658376592,609.8
75,4.79883351511015,523.87
76,6.986274681974038,846.33
77,5.531991300332901,659.64
78,5.177598068178192,627.45
79,5.971534592930177,770.01
80,4.795807918660626,603.92
81,5.48296208945664,739.03
82,5.613918120445039,785.08
83,5.405346183616712,777.96
84,5.858672909599787,890.54
85,5.122238060885769,781.72
86,6.054975603128169,992.92
87,5.553074213987469,930.86
88,5.576168486822294,969.61
89,4.6496319439424445,800.76
90,5.869920466851335,1111.38
91,4.995028806305189,947.93
92,5.106109125525318,1019.36
93,5.648246351902084,1207.83
94,5.763152746862939,1306.73
95,6.193515012946687,1506.68
96,5.651861379683389,1434.9
97,4.835853091595985,1274.64
98,5.4510888518038145,1627.32
99,5.152318253512911,1705.69
100,4.900414581107648,2203.36
