percentage,gemiddeldNormTAT,gemiddeldWait
1,72.74,71.74
2,73.236,79.924
3,40.865999999999985,83.49
4,26.676833333333327,79.92
5,19.869700000000005,78.614
6,17.54840000000001,85.494
7,13.946190476190472,80.014
8,11.522107142857143,76.564
9,10.10027777777778,76.364
10,9.263199999999994,78.028
11,8.417218181818185,78.326
12,7.939575757575755,80.364
13,7.000435897435895,76.212
14,7.635472527472522,91.582
15,6.393027380952378,80.996
16,6.38533823529412,87.39
17,5.515581699346405,78.682
18,5.333695906432747,80.988
19,5.253125062656644,84.88
20,5.389177489177488,93.47
21,4.624841897233206,81.576
22,4.510427681159422,83.486
23,4.352418461538462,84.284
24,4.360806267806269,88.628
25,4.067896825396826,84.91
26,3.9506958949096873,86.156
27,3.872741935483872,87.566
28,3.781218169599217,88.332
29,3.416155080213902,80.63
30,3.2455680672268894,77.852
31,3.383352681252684,85.918
32,3.3255604551920332,87.146
33,3.121864844804317,82.336
34,3.2749378048780486,91.896
35,3.319757583124005,96.862
36,3.0901162790697656,90.896
37,3.082782169521299,93.81
38,2.879849213691026,87.48
39,3.0093896909827738,96.946
40,3.0612730532212904,102.924
41,2.683659879336349,86.804
42,2.7305538085255066,92.334
43,2.7448948773448776,95.874
44,2.714443522599601,97.278
45,2.6526049094097024,96.708
46,2.543426553672319,93.174
47,2.578605105218536,98.12
48,2.5290135073260087,97.886
49,2.601254538496329,105.514
50,2.5048517005764017,102.024
51,2.4037843000029153,97.914
52,2.4972402619675416,107.606
53,2.4158461804270015,104.724
54,2.3325089359763047,101.47
55,2.3629328417363227,106.688
56,2.331365356820232,107.56
57,2.3570121111624225,112.694
58,2.3769957396912242,117.768
59,2.4198222558792093,124.822
60,2.4040786544292163,126.57
61,2.25533522817886,116.07
62,2.3431879199328103,127.346
63,2.2945568193772354,125.892
64,2.332578791960825,133.092
65,2.281976005949669,131.634
66,2.3537635748487094,142.664
67,2.3894130354099734,150.516
68,2.361052900282767,151.704
69,2.3266158208739145,152.11
70,2.2453903349758733,146.982
71,2.316310718797881,159.752
72,2.3195969276535147,164.576
73,2.220824586321135,156.536
74,2.2898967408392394,170.156
75,2.2623353880747805,171.168
76,2.2388002570799195,172.828
77,2.334372384622354,191.302
78,2.353558336277648,200.008
79,2.2734534884138693,194.122
80,2.4452573303891842,227.186
81,2.3470098239764865,218.118
82,2.3701867319660628,229.196
83,2.43824925307881,248.33
84,2.4956871705103847,267.262
85,2.408461053301523,260.466
86,2.3681347668620893,262.09
87,2.404817614494854,279.248
88,2.5103223546145568,311.706
89,2.5554910618394864,333.736
90,2.6790123655417606,376.752
91,2.677987298593339,393.844
92,2.8331269667534436,451.656
93,2.82711714967086,474.762
94,2.9800929286231437,544.614
95,3.0290972381450323,595.45
96,3.1117529171752003,661.078
97,3.3903418825789267,807.686
98,3.751147144856619,1014.686
99,3.649924856195736,1116.504
100,3.739547089156478,1522.622
