percentage,gemiddeldNormTAT,gemiddeldWait
1,25.95,24.95
2,29.594,31.294
3,13.902999999999999,27.356
4,9.25566666666667,25.656
5,7.817500000000004,28.654
6,6.1780666666666635,26.714
7,5.321142857142853,27.082
8,4.72275,27.192
9,5.5896388888888895,39.392
10,6.950977777777777,56.002
11,6.845490909090918,61.576
12,5.813469696969704,55.868
13,5.681282051282054,59.736
14,5.330186813186813,59.814
15,4.949359523809522,59.406
16,5.2289191176470595,68.816
17,5.855980392156866,84.828
18,5.943725146198827,92.378
19,5.737691979949876,94.678
20,5.32578787878788,91.904
21,4.981841897233199,89.666
22,4.836734782608699,91.248
23,5.834932307692311,121.668
24,5.502948717948713,119.07
25,5.494349206349209,124.298
26,5.345148275862071,126.62
27,4.9043892473118325,118.932
28,5.169629704301076,132.628
29,5.80742067736185,160.286
30,5.382495798319332,152.02
31,5.050216559416562,145.952
32,5.155159317211949,155.464
33,4.836863157894737,149.294
34,5.106334146341459,166.092
35,5.202863085109259,175.45
36,4.954331923890062,171.954
37,5.623801097935884,207.898
38,5.139756706753007,192.638
39,4.902013406426398,188.188
40,5.3836219767907165,219.028
41,5.091860482654595,210.988
42,5.145447320324675,221.282
43,4.557465921115921,195.598
44,5.336308443522596,246.004
45,5.272566919929869,250.078
46,5.21443330554784,254.542
47,5.137425801415226,257.418
48,5.106484913003662,262.976
49,5.249449591204815,280.106
50,5.327405237240909,293.692
51,4.737783815939115,260.798
52,5.137472334769658,297.312
53,4.869431978279649,286.182
54,5.088621453634086,311.108
55,5.140214002980143,324.142
56,5.121513045769342,332.938
57,5.036424499391295,335.186
58,4.674889980659464,314.4
59,5.0424017529029115,355.632
60,5.269410969804226,384.65
61,5.220596139171624,390.5
62,5.139969900149308,392.75
63,4.878534955992704,377.004
64,5.116938579531417,411.316
65,4.770472449174584,387.08
66,4.725932640585771,393.038
67,5.262392425758056,461.662
68,4.911422286166753,435.598
69,4.925344547707515,449.918
70,4.843798402248104,453.698
71,4.781768095351392,459.134
72,4.916417563173597,488.662
73,4.813889789183745,488.79
74,4.866234041252224,510.412
75,4.834386590380767,520.376
76,4.703628918543508,516.76
77,4.712705024641889,532.754
78,5.184644080991354,618.72
79,5.074329500964071,621.13
80,5.056849213074493,637.258
81,5.042750348810856,654.842
82,4.95667088910655,662.014
83,4.803737781220078,656.838
84,4.996120770103223,713.512
85,4.876127753495612,717.032
86,4.982882054861363,763.012
87,4.904776014213591,775.848
88,4.65871797039659,755.082
89,5.200609890484219,901.92
90,4.947940830246848,885.39
91,4.911836900639595,917.08
92,5.1453451014153195,1021.884
93,4.967909574188142,1030.402
94,5.114204944738432,1132.174
95,4.803712657415401,1114.8
96,4.768077782373704,1179.144
97,5.180158435576748,1412.7
98,5.041240889822465,1491.352
99,4.884844211382539,1635.908
100,4.9479124759456266,2210.448
