percentage,gemiddeldNormTAT,gemiddeldWait
1,363.96,362.96
2,425.784,459.704
3,195.28300000000002,411.376
4,124.13516666666668,382.428
5,102.90700000000005,428.1
6,74.53446666666663,378.986
7,64.48714285714283,397.108
8,55.85110714285713,401.044
9,46.645805555555604,383.198
10,43.11657777777775,396.502
11,39.903400000000026,410.186
12,33.99310606060606,382.584
13,32.27923076923077,398.644
14,31.458483516483525,420.65
15,28.00471666666667,406.362
16,27.748279411764706,433.368
17,23.104947712418284,386.214
18,22.471532163742687,401.236
19,21.855396992481204,416.488
20,20.511991341991337,414.67
21,18.82961264822133,401.738
22,18.413253623188396,414.02
23,17.231320000000007,408.43
24,16.379225071225086,406.862
25,15.655063492063475,405.458
26,15.479269950738914,421.786
27,13.951916129032256,394.394
28,14.97043572825024,444.348
29,13.426907308377906,414.166
30,12.886561344537817,412.496
31,11.733543028743027,386.828
32,12.276834992887625,421.97
33,11.570442037786776,411.25
34,11.241648780487798,413.62
35,10.786421521756738,408.53
36,9.733077167019019,379.564
37,11.496740404040409,472.036
38,10.137197964847363,425.184
39,9.169877134896511,393.758
40,9.26022207282913,412.726
41,9.041607843137252,414.736
42,8.60198201902919,405.696
43,7.500361351611353,357.35
44,8.329758879958513,415.526
45,7.952743424897718,406.862
46,7.964574289154387,420.566
47,7.898696179899776,429.224
48,7.859851076007324,439.192
49,7.465381428521729,426.162
50,7.197321824381925,420.388
51,6.480339602834397,382.374
52,7.071304623019701,436.19
53,6.063498674564979,374.378
54,6.37459747550695,408.96
55,6.590509054869179,437.774
56,6.174722169527255,417.9
57,5.92693675748289,409.2
58,5.491155006188517,384.296
59,5.933443421037178,433.79
60,5.753425742547093,428.184
61,5.631472391821922,428.43
62,5.501655482456142,427.054
63,4.822850230556136,371.496
64,5.222221191425264,421.824
65,4.74506947065681,384.428
66,4.465781283575645,365.472
67,5.170057863640258,451.626
68,4.610186377303634,402.06
69,4.448590592058417,395.32
70,4.2926899927433375,388.662
71,4.127309629371393,379.592
72,4.178278102831166,396.584
73,4.069879143052526,393.336
74,3.924492766951333,386.148
75,4.031860907223095,411.344
76,3.6453234245694492,369.198
77,3.517089546989431,361.042
78,3.7943005799529588,413.102
79,3.7393423849242917,417.44
80,3.641650055640018,414.938
81,3.417094352138412,391.402
82,3.3641865179172763,395.474
83,3.2697226661168783,391.894
84,3.349572327236171,419.568
85,3.0027093282740926,370.416
86,3.1148342561591904,404.992
87,3.0118541249472086,399.536
88,2.727188742674966,356.44
89,2.9819162474514447,425.242
90,2.7271219185557407,387.16
91,2.767352483099978,414.408
92,2.780879110749355,438.93
93,2.6054717310155855,417.12
94,2.5668782758018045,430.846
95,2.2901293171122497,377.644
96,2.179564313279012,369.204
97,2.262492471817497,426.792
98,2.1467375682510497,423.556
99,1.9217892695232504,387.076
100,1.7488379264863292,403.68
