percentage,gemiddeldNormTAT,gemiddeldWait
1,322.025,321.025
2,431.83,451.335
3,162.44083333333336,335.93
4,147.71791666666667,464.99
5,97.35500000000002,405.905
6,67.41916666666665,357.92
7,64.90345238095242,406.11
8,57.694375,425.48
9,50.62305555555556,434.775
10,45.08583333333334,428.855
11,37.035053030303004,396.285
12,30.82099358974361,368.275
13,29.58390109890111,379.77
14,35.668952380952376,502.655
15,25.598854166666666,384.05
16,27.88637867647059,449.515
17,23.041733746130035,397.315
18,21.170289473684196,388.995
19,21.781869047619043,426.79
20,23.530792396009797,493.795
21,16.847391304347823,370.065
22,20.845583333333334,487.015
23,18.186212535612537,442.465
24,18.34025132275133,471.475
25,18.661822660098526,502.835
26,13.975268631813126,388.43
27,14.269979838709682,416.155
28,15.661058099376124,478.38
29,12.3882268907563,391.135
30,14.399072930072927,476.735
31,12.934334992887624,444.72
32,12.626609311740893,448.985
33,12.423905175109445,458.905
34,11.527288037166088,436.265
35,11.37485892982986,447.78
36,11.504159090909091,467.87
37,10.044509302086546,416.27
38,11.115283687943268,480.13
39,9.799273469387753,433.94
40,9.943473001508295,454.325
41,8.102886429608125,373.115
42,8.554898513436251,408.91
43,10.12395292207792,507.485
44,9.079699086077262,463.35
45,8.874901178647962,465.615
46,8.210609774369827,440.725
47,8.23120895737327,454.335
48,7.202617060023313,401.625
49,8.434067097666743,496.785
50,6.422954116429176,373.885
51,6.982259864744021,425.135
52,6.289313962935537,385.86
53,6.683708202939781,426.195
54,6.266644472005899,408.32
55,7.176915396937022,492.175
56,5.860289105836179,397.69
57,6.445386343694108,457.555
58,5.494669915998042,387.74
59,6.412455510157758,481.18
60,5.816521694605853,439.88
61,5.532421576418744,425.48
62,5.13990381305805,399.77
63,5.828849711399709,478.245
64,5.573979085356366,467.045
65,5.361492987182395,458.55
66,5.44609250266534,480.535
67,4.795347049526251,421.72
68,4.2202029750145895,367.785
69,4.620987336714121,425.125
70,4.416514661907303,412.675
71,4.18905979414686,394.375
72,4.658733492973624,464.165
73,4.26883204741213,428.215
74,3.813363912334844,379.265
75,3.869147039311058,397.81
76,4.631520467705864,519.745
77,4.527162159939348,520.05
78,4.235794716819734,490.87
79,3.3417604304414694,365.465
80,3.890670212683008,466.08
81,3.5817653579453075,430.01
82,3.49687891578823,427.595
83,3.8458542232670005,503.065
84,3.4072517977206815,439.495
85,3.537346400489818,479.41
86,3.1758096485620415,426.31
87,3.192543819982156,446.58
88,3.284553053705455,483.72
89,2.8633401435420187,410.08
90,2.9502113470574547,447.115
91,2.744554816500481,417.15
92,2.753583175080375,436.635
93,2.6691975698242114,435.68
94,2.795804608335849,494.77
95,2.5191257322627547,440.59
96,2.3716398170356308,424.945
97,2.12599406820577,377.615
98,2.2506206249752645,459.565
99,2.057308872455134,440.23
100,2.0601005890610264,559.145
