percentage,gemiddeldNormTAT,gemiddeldWait
1,28.945,27.945
2,35.3675,35.99
3,15.2325,29.44
4,10.692083333333331,30.965
5,8.49775,31.805
6,7.5346666666666655,35.39
7,5.8628571428571465,31.51
8,4.954017857142857,29.865
9,4.787569444444444,32.92
10,4.448611111111112,33.795
11,3.6214772727272715,28.945
12,3.3478525641025634,28.93
13,3.1535439560439555,28.715
14,2.9378571428571405,28.085
15,3.182833333333333,34.105
16,3.1903676470588236,36.52
17,2.9334167526659773,34.985
18,2.7507368421052627,33.885
19,2.613619047619047,33.24
20,2.4990824392998316,32.93
21,2.1220199275362317,26.34
22,2.2428416666666675,30.6
23,3.4909404558404544,64.43
24,3.754424603174602,74.945
25,3.621816502463054,74.875
26,3.344894883203561,70.14
27,3.1792439516129036,68.47
28,3.3274231283422453,76.04
29,3.144361344537818,73.785
30,2.916577756327756,68.385
31,2.7411237553342818,64.78
32,3.009497300944667,77.565
33,2.915672217010632,77.11
34,2.838188153310104,76.315
35,2.707170542635659,73.68
36,2.847838383838383,82.43
37,2.5907219138657616,73.22
38,2.412681737588652,67.14
39,2.703735374149661,84.19
40,2.5013214177978877,76.355
41,2.5083073294629887,79.23
42,2.3607611333460397,73.715
43,2.282316558441559,71.335
44,2.2550641690432975,71.965
45,2.263149717514125,74.71
46,2.1852376608496384,72.525
47,2.227275905657961,77.135
48,2.043981861888112,67.695
49,2.1426227818128605,76.355
50,2.040753318718791,71.77
51,2.0567567907444664,75.13
52,1.9944991566909371,72.61
53,2.72624250829777,130.39
54,4.992261106925498,309.375
55,5.466468549773401,356.16
56,4.830967428884465,313.655
57,4.864534288414157,324.615
58,4.753135561354379,323.89
59,4.982025295085688,353.88
60,4.468384983140593,316.955
61,4.1464185119628185,295.485
62,3.889396021695438,279.31
63,4.454188301381157,342.245
64,4.091751824638269,315.72
65,4.042264103549127,319.505
66,3.985621257301359,322.42
67,3.973374761081623,330.795
68,3.418220128640852,276.56
69,3.7529486487382195,323.35
70,3.582858561775881,311.895
71,3.7675342152601337,342.68
72,3.3592020346275753,299.73
73,3.373425706135986,311.595
74,3.217358034409088,299.2
75,3.3928647270725882,332.335
76,3.342706133288246,335.58
77,3.69075386755439,397.235
78,3.1878120694202243,331.83
79,2.9033912950297007,297.445
80,3.117388170005861,341.695
81,2.9094870100670764,317.75
82,2.7343434739838157,296.915
83,6.398990155990072,957.54
84,8.01909313428284,1281.045
85,8.431486698357464,1405.52
86,7.438256763405543,1261.165
87,6.7780284853667006,1177.325
88,7.5814393348921865,1392.965
89,6.440461270123433,1197.72
90,6.863438522979611,1343.22
91,6.685688669453976,1360.415
92,6.4207234667879165,1350.665
93,5.964338949297662,1295.545
94,5.775568975899801,1317.185
95,5.247062517148261,1231.995
96,5.0657238310557675,1256.165
97,8.808360468546592,2625.61
98,9.940190195040906,3287.975
99,7.947354678602542,2893.68
100,9.755678427140092,4755.965
