percentage,gemiddeldNormTAT,gemiddeldWait
1,1.02,0.02
2,1.01,0.015
3,1.0225,0.05
4,1.0295833333333333,0.095
5,1.00875,0.035
6,1.0281666666666667,0.16
7,1.0440476190476191,0.295
8,1.0414285714285714,0.3
9,1.0297222222222222,0.265
10,1.0322222222222224,0.32
11,1.0453030303030302,0.505
12,1.034198717948718,0.425
13,1.077912087912088,1.035
14,1.071261904761905,1.04
15,1.0401666666666667,0.63
16,1.0774632352941176,1.3
17,1.0801418988648093,1.465
18,1.0938947368421048,1.825
19,1.1130357142857144,2.33
20,1.1016718426501035,2.24
21,1.1008061594202898,2.355
22,1.1200583333333334,2.955
23,1.0883615384615386,2.265
24,1.1440674603174603,3.92
25,1.1221366995073894,3.485
26,1.131947348906192,3.95
27,1.145186491935484,4.565
28,1.1007010360962566,3.29
29,1.1401512605042021,4.805
30,1.1278871728871727,4.565
31,1.1430085348506398,5.305
32,1.1334143049932521,5.165
33,1.1611467323327078,6.49
34,1.1630691056910565,6.77
35,1.1600982834994464,6.885
36,1.183290404040404,8.17
37,1.1953455648062494,9.01
38,1.1681693262411346,7.99
39,1.2342132653061222,11.58
40,1.1717190799396684,8.735
41,1.2314096516690853,12.14
42,1.1867692014484468,10.12
43,1.2179512987012984,12.13
44,1.2630445186241461,15.085
45,1.2006732417689459,11.875
46,1.3090565838180859,18.935
47,1.2386093509984635,14.99
48,1.2507878787878788,16.235
49,1.27471885226275,18.39
50,1.304346973572037,21.015
51,1.3601656606304484,25.605
52,1.3059123935579406,22.325
53,1.2367419630156473,17.79
54,1.3453051700686602,26.76
55,1.3410394983591183,27.225
56,1.3438197051983907,28.165
57,1.3551306739563294,29.85
58,1.3415594826871473,29.455
59,1.3632215128816256,32.31
60,1.3285610680421345,30.095
61,1.4147613758142776,38.95
62,1.3789449428984835,36.695
63,1.4714848484848482,46.755
64,1.4418431248766697,45.185
65,1.3592180548907975,37.775
66,1.4622447003545995,49.925
67,1.5441973539595226,60.595
68,1.4349595517797693,49.755
69,1.527879190624833,61.985
70,1.5587762432841992,67.435
71,1.5910735022120173,73.17
72,1.5801793085593587,73.735
73,1.719009174115304,94.32
74,1.7837172672704888,105.745
75,1.7841060534746749,108.885
76,1.7790190321697694,111.76
77,1.845385994076332,124.73
78,1.8972522121971303,136.105
79,1.8647705573050906,135.1
80,2.0351828073075797,167.05
81,2.054969218930477,175.595
82,2.0303940283349706,176.555
83,1.9668228841136415,170.615
84,2.1104784070268185,202.855
85,2.011530087595668,190.805
86,2.0810884460149803,212.14
87,2.318737897716803,269.38
88,2.4042015868495117,296.975
89,2.367183421005567,300.92
90,2.312457272810888,300.7
91,2.565270195795191,375.21
92,2.7680653293362227,440.215
93,2.9201488284202224,501.96
94,2.9394094444510817,534.695
95,3.2574977461916577,655.365
96,3.4990511551641124,775.015
97,3.8200949982351684,946.935
98,4.386835161941825,1249.51
99,4.269369985971192,1366.82
100,6.930797608326544,3305.04
