percentage,gemiddeldNormTAT,gemiddeldWait
1,65.015,64.015
2,80.2075,83.645
3,41.415833333333325,82.85
4,25.342916666666664,77.085
5,22.44550000000001,90.195
6,18.204333333333334,93.4
7,15.204404761904762,91.655
8,14.987321428571429,105.565
9,12.779583333333337,103.045
10,11.379666666666672,101.16
11,10.520136363636361,105.27
12,9.481538461538463,104.095
13,9.209010989010988,109.375
14,8.980857142857143,116.035
15,8.820229166666667,122.015
16,8.74669117647059,129.355
17,7.925869453044378,124.86
18,7.355434210526319,122.77
19,7.61157142857143,135.935
20,7.546389516280824,143.81
21,6.299773550724637,124.06
22,7.265100000000001,154.115
23,6.648298575498578,145.22
24,6.8383994708994695,159.27
25,6.4873399014778315,156.44
26,5.828281053021876,144.4
27,6.341592741935485,167.555
28,6.052018159536544,165.12
29,5.8392478991596635,166.19
30,6.072638138138139,180.68
31,5.339192745376955,161.68
32,5.851646423751688,187.435
33,5.719071998123826,189.96
34,5.250194541231127,176.34
35,5.314265201852411,186.15
36,5.520022727272727,201.51
37,5.088777315243089,188.3
38,5.257655141843972,202.115
39,4.999961734693879,197.345
40,5.203966214177978,213.54
41,4.5942216981132065,188.845
42,5.045051712089448,218.92
43,5.229217532467536,235.335
44,4.86976195877625,221.95
45,4.94163822326125,233.16
46,4.76419072800987,230.27
47,5.086600022401434,256.905
48,4.3745346008158545,218.59
49,4.830651322265678,256.12
50,4.122691876750699,215.23
51,4.330008132126087,236.7
52,4.192908259286683,233.04
53,4.101608700806071,232.72
54,4.222733239445431,249.85
55,4.524142239021722,280.97
56,4.117786502831561,255.15
57,4.112598072964126,261.61
58,3.9837318691419124,257.405
59,4.327633810010213,295.875
60,4.335000866088877,304.74
61,3.9815180315235583,280.0
62,3.9451219152677344,284.525
63,4.237601834673262,320.675
64,4.0856192080570795,315.345
65,4.074964163554954,323.17
66,4.020931583836883,326.48
67,3.851691897793666,317.055
68,3.653581588048547,303.105
69,3.808527667859543,329.93
70,3.6815531489455275,323.77
71,3.5723483705442565,318.23
72,3.9742651052284885,377.395
73,3.8281795244287804,370.505
74,3.5477078711368324,343.615
75,3.5933745605048353,359.78
76,3.9552347766348777,423.2
77,3.996745149404228,441.78
78,3.8199943268619996,427.785
79,3.210331613325982,345.135
80,3.617201936899857,422.04
81,3.604455518030137,433.78
82,3.355433029748613,403.39
83,3.6082532583697997,461.115
84,3.3849050645227874,435.495
85,3.558747263972553,483.195
86,3.1501630742497575,421.245
87,3.456233627551444,500.35
88,3.497253453660291,529.045
89,3.0428804560844385,449.56
90,3.089959526399846,479.095
91,3.113706502933445,505.4
92,3.09024345473998,520.86
93,3.10010347302685,548.385
94,3.228689595307514,613.98
95,2.9942294348922394,578.28
96,2.830731046286234,567.525
97,2.6125778697748685,540.58
98,2.896573617963565,697.385
99,2.6733577156140536,697.755
100,2.951596979700015,1044.755
