percentage,gemiddeldNormTAT,gemiddeldWait
1,43.955,42.955
2,53.3825,54.435
3,19.828333333333326,39.155
4,16.433750000000003,48.615
5,12.916250000000009,50.31
6,9.269333333333336,45.055
7,8.494166666666663,48.45
8,6.614285714285713,42.235
9,6.303611111111114,46.275
10,6.08938888888889,49.62
11,5.189083333333333,46.285
12,5.247820512820514,52.265
13,4.09434065934066,41.235
14,4.170809523809522,45.82
15,4.137625000000001,49.175
16,4.054669117647062,50.895
17,3.5809975920192643,46.665
18,3.3694210526315795,45.975
19,3.5070595238095246,51.69
20,3.1911791831357057,48.195
21,2.9179710144927524,44.94
22,3.031749999999999,49.91
23,2.9699492877492877,50.675
24,2.7655753968253958,48.075
25,2.7278325123152696,49.3
26,2.473590100111233,44.09
27,2.377953629032258,43.155
28,2.4835516934046344,48.45
29,2.4321428571428565,49.23
30,2.301904869154868,46.44
31,2.140547652916074,42.5
32,2.3601417004048586,52.505
33,2.2840164946841783,51.735
34,2.053893728222996,43.735
35,2.12799582200745,48.655
36,2.1470782828282817,51.195
37,1.9753781478055308,44.925
38,1.9579388297872344,45.57
39,2.0807470238095247,53.395
40,4.3984312971342385,173.44
41,5.474395863570392,234.98
42,4.770717679944093,204.075
43,5.511543831168831,250.795
44,5.139932644110272,237.385
45,4.522706847847264,208.325
46,4.610068041600567,220.82
47,4.512943948412697,220.99
48,3.913467438811188,188.63
49,4.244228456647247,216.92
50,3.7491353367433917,189.75
51,3.940294097920857,209.155
52,3.9531402464107948,215.47
53,3.5557868421052627,191.9
54,3.700696549175896,209.265
55,3.982985144163153,237.965
56,3.616936608221506,214.23
57,3.6661133525699423,223.965
58,3.3799368241355,205.275
59,3.6542336426058353,235.845
60,3.4412946847059738,223.195
61,3.098616623920817,197.065
62,2.9315627599927656,186.7
63,3.414952679859821,239.355
64,3.20974687921775,225.67
65,3.087090174659585,219.12
66,3.0416544692545493,220.54
67,2.916750630881715,213.23
68,2.6842353963330385,192.53
69,2.9104871734843885,224.505
70,2.7001281154922325,205.32
71,2.89726391013487,234.99
72,2.6508256146615397,209.745
73,2.6722009124724666,219.5
74,2.5736117484034047,212.34
75,2.6147212979235337,224.275
76,2.4642569147111555,209.795
77,2.8068492498036104,266.675
78,8.007197011162587,1065.11
79,7.218388637488881,970.395
80,8.375768875397481,1189.88
81,8.53659852842627,1255.33
82,7.498131370162928,1112.81
83,7.860009900863311,1211.995
84,7.1319711915275095,1119.385
85,7.307319921395318,1192.315
86,6.650781847397733,1106.745
87,6.324159845905722,1084.94
88,7.05425164706091,1281.815
89,5.805835684289411,1057.88
90,6.091587951679917,1166.655
91,6.074030605757778,1213.425
92,5.785411565905324,1192.545
93,5.520663905951975,1179.55
94,5.330395666855094,1193.785
95,4.74507466822347,1086.68
96,4.467474596196345,1072.52
97,4.247133512912905,1088.58
98,10.821632284319582,3613.32
99,8.435568258826697,3095.655
100,9.707442943729074,4702.675
